key,where_it_appears,english,hebrew_draft,arabic_draft,hebrew_yours,arabic_yours
wp_status_rejected,,Sent back,הוחזר,مُرجع,,
wp_status_approved,,Approved,אושר,معتمد,,
wp_status_cancelled,,Cancelled,בוטל,ملغى,,
wp_refused_side,,Only the other side can do that,רק הצד השני יכול לעשות זאת,الطرف الآخر فقط يستطيع ذلك,,
wp_refused_state,,Not possible from here,לא אפשרי מהמצב הזה,غير ممكن من هذه الحالة,,
wp_refused_party,,This is not your agreement,זה אינו ההסכם שלך,هذه ليست اتفاقيتك,,
co_title,,Company profile,פרופיל החברה,ملف الشركة,,
co_logo,,Company mark,סמל החברה,شعار الشركة,,
co_name,,Company name,שם החברה,اسم الشركة,,
co_reg,,Registration number,ח.פ. / ע.מ.,رقم التسجيل,,
co_email,,Email,דוא״ל,البريد الإلكتروني,,
co_phone,,Phone,טלפון,الهاتف,,
co_website,,Website,אתר,الموقع الإلكتروني,,
co_address,,Address,כתובת,العنوان,,
co_licence,,Contractor licence number,מספר רישיון קבלן,رقم رخصة المقاول,,
co_classification,,Classification,סיווג,التصنيف,,
co_licence_expires,,Licence valid until,הרישיון בתוקף עד,الرخصة سارية حتى,,
co_visible_to_workers,,Show to the crew,להציג לצוות,إظهار للطاقم,,
co_visible_hint,,Off means only management sees it. Nothing is published unless you turn it on.,כבוי פירושו שרק ההנהלה רואה. שום דבר אינו מפורסם עד שתדליק.,مطفأ يعني أن الإدارة فقط تراه. لا يُنشر شيء حتى تشغّله.,,
co_verified_note,,Recording a licence marks you verified on this app. It is not a statement that you are licensed to do the work — that is between you and the regulator.,רישום רישיון מסמן אתכם כמאומתים באפליקציה. אין בכך קביעה שאתם מורשים לבצע את העבודה — זה עניין שבינכם לבין הרגולטור.,تسجيل الرخصة يضعك كمُوثّق داخل التطبيق. وهذا ليس إقراراً بأنك مرخّص لتنفيذ العمل — تلك مسألة بينك وبين الجهة المنظِّمة.,,
party_client,,Developer / client,יזם / מזמין,مطوّر / مالك المشروع,,
party_gc,,General contractor,קבלן ראשי,مقاول عام,,
party_first,,First-tier subcontractor,קבלן משנה ראשי,مقاول باطن من الدرجة الأولى,,
party_second,,Crew leader / labour-only,ראש צוות / קבלן כוח אדם,رئيس طاقم / مقاول عمالة,,
party_supplier,,Supplier,ספק,مورّد,,
party_consultant,,Consultant / supervisor,יועץ / מפקח,استشاري / مشرف,,
party_title,,Position on this job,תפקיד בעבודה הזו,الموقع في هذا المشروع,,
party_hint,,"What your firm is on this job, which is not what it is on the next one.","מה החברה שלכם בעבודה הזו, וזה לא בהכרח מה שהיא בעבודה הבאה.",ما هي شركتك في هذا المشروع، وهذا ليس بالضرورة ما هي عليه في المشروع التالي.,,
wp_row_hint,Subtitle on the project screen link,What was handed out and what was taken on,מה נמסר ומה התקבל,ما أُسند لغيرنا وما أُسند إلينا,,
eng_title,,Firms on this job,חברות בעבודה הזו,الشركات في هذا المشروع,,
eng_add,,Bring a firm onto the job,הוספת חברה לעבודה,إضافة شركة للمشروع,,
eng_name,,Firm name,שם החברה,اسم الشركة,,
eng_scope,,What they are here to do,מה תפקידם,ما الذي جاؤوا لعمله,,
eng_refused,,Your position on this job cannot bring that one on.,התפקיד שלכם בעבודה הזו אינו מאפשר להוסיף תפקיד כזה.,موقعك في هذا المشروع لا يسمح بإضافة هذا الموقع.,,
wp_payee,,Who is doing it,מי מבצע,من سينفّذه,,
wp_title_field,,What the package is,מהי החבילה,ما هي الحزمة,,
eng_self,,What is your firm on this job?,מה החברה שלכם בעבודה הזו?,ما هي شركتكم في هذا المشروع؟,,
eng_self_hint,,"Answer before anything else. Nobody else can say this for you, and until it is answered you cannot bring another firm on.","ענו על כך לפני הכול. אף אחד אחר לא יכול לענות במקומכם, וכל עוד לא עניתם לא תוכלו להוסיף חברה נוספת.",أجب على هذا أولاً. لا أحد غيرك يستطيع تحديده، وحتى تُجيب لا تستطيع إضافة شركة أخرى.,,
ct_title,,Contracts,חוזים,العقود,,
ct_empty,,No contracts on this job yet,אין עדיין חוזים בעבודה הזו,لا توجد عقود في هذا المشروع بعد,,
ct_new,,New contract,חוזה חדש,عقد جديد,,
ct_row_hint,,"What was agreed, and with whom",מה סוכם ועם מי,ما تم الاتفاق عليه ومع من,,
ct_scope,,What it covers,מה הוא כולל,ما الذي يغطيه,,
ct_original,,Original amount,סכום מקורי,المبلغ الأصلي,,
ct_current,,Amount in force,הסכום התקף,المبلغ الساري,,
ct_receivable,,You are paid on this,אתם מקבלים על זה,أنتم تُدفعون على هذا,,
ct_payable,,You pay on this,אתם משלמים על זה,أنتم تدفعون على هذا,,
ct_sign,,Sign,חתימה,توقيع,,
ct_signed_by,,Signed by,נחתם על ידי,وقّع عليه,,
ct_unsigned,,Not signed by both sides yet,טרם נחתם על ידי שני הצדדים,لم يوقّعه الطرفان بعد,,
ct_amend,,Propose a change,הצעת שינוי,اقتراح تعديل,,
ct_amend_amount,,New amount,סכום חדש,المبلغ الجديد,,
ct_amend_reason,,Why,סיבה,السبب,,
ct_amend_reason_hint,,"Somebody will ask in three years why this contract is worth what it is worth, and they were not there.","בעוד שלוש שנים מישהו ישאל למה החוזה שווה מה שהוא שווה, והוא לא היה שם.",بعد ثلاث سنوات سيسأل أحدهم لماذا قيمة هذا العقد هي كذا، وهو لم يكن حاضراً.,,
ct_amend_history,,Every figure this contract has been,כל סכום שהחוזה היה,كل مبلغ كان عليه هذا العقد,,
ct_amend_accept,,Accept the change,אישור השינוי,قبول التعديل,,
ct_amend_reject,,Refuse the change,דחיית השינוי,رفض التعديل,,
ct_amend_pending,,Waiting on the other side,ממתין לצד השני,بانتظار الطرف الآخر,,
ct_amend_yours,,You proposed this. The other side accepts or refuses it.,אתם הצעתם זאת. הצד השני מאשר או דוחה.,أنتم اقترحتم هذا. الطرف الآخر يقبل أو يرفض.,,
ct_margin,,Your margin on this job,המרווח שלכם בעבודה הזו,هامشكم في هذا المشروع,,
ct_margin_hint,,"What you are paid, less what you pay out. Only you can see this — it is not on anybody else’s screen.","מה שאתם מקבלים, פחות מה שאתם משלמים. רק אתם רואים זאת — זה לא מופיע במסך של אף אחד אחר.",ما تقبضونه ناقص ما تدفعونه. أنتم فقط ترون هذا — لا يظهر على شاشة أي أحد آخر.,,
